 ,Country,State,County,Island,Locality Detail,FROM Date Collected,TO Date Collected,Collector(s),Order,Family,Subfamily,Genus,Subgenus,Species,Subspecies,Drawer,Survey,Sex,Collecting Remarks,Type,Curation Remarks,Count,Part,Stage,Elevation,Lat,Lon,,,,,
LACM ENT 411349,USA,CA,Santa Barbara,Santa Cruz, ,15.viii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411350,USA,CA,Santa Barbara,Santa Cruz, ,15.viii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411351,USA,CA,Santa Barbara,Santa Cruz, ,15.viii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411352,USA,CA,Ventura,San Nicolas, ,18.iv.1940, ,L. Kartman,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411353,USA,CA,Santa Barbara,Santa Rosa, ,8.viii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,On kelp,,,,,,,,,,,,,
LACM ENT 411354,USA,CA,Santa Barbara,Santa Cruz, ,15.viii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411355,USA,CA,Santa Barbara,Santa Cruz, ,15.viii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411356,USA,CA,Santa Barbara,Santa Cruz, ,15.viii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411357,USA,CA,Santa Barbara,San Miguel, ,31.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411358,USA,CA,Santa Barbara,Santa Barbara, ,28.vi.1939, , ,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411359,USA,CA,Los Angeles,Santa Catalina, , , ,J. Shanks,Diptera,Phoridae,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411360,USA,CA,Los Angeles,Santa Catalina, , , ,J. Shanks,Diptera,Phoridae,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411361,USA,CA,Los Angeles,Santa Catalina, , , ,J. Shanks,Diptera,Phoridae,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411362,USA,CA,Los Angeles,Santa Catalina, , , ,J. Shanks,Diptera,Phoridae,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411363,USA,CA,Los Angeles,Santa Catalina, , , ,J. Shanks,Diptera,Phoridae,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411364,USA,CA,Los Angeles,Santa Catalina, , , ,J. Shanks,Diptera,Phoridae,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411365,USA,CA,Los Angeles,Santa Catalina, , , ,J. Shanks,Diptera,Phoridae,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411366,USA,CA,Los Angeles,Santa Catalina, , , ,J. Shanks,Diptera,Phoridae,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411367,USA,CA,Los Angeles,Santa Catalina, , , ,J. Shanks,Diptera,Phoridae,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411368,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411369,USA,CA,Los Angeles,Santa Catalina, , , ,J. Shanks,Diptera,Phoridae,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411370,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411371,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411372,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411373,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411374,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411375,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411376,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411377,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411378,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411379,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411380,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411381,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411382,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411383,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411384,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411385,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411386,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411387,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411388,USA,CA,Santa Barbara,Santa Barbara,,28.v.1939, , ,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411389,USA,CA,Ventura,San Nicolas, ,24.vii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411390,USA,CA,Ventura,San Nicolas, ,24.vii.1939, , ,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411391,USA,CA,Ventura,San Nicolas, ,24.vii.1939, , ,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411392,USA,CA,Santa Barbara,Santa Cruz, ,11.viii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411393,USA,CA,Santa Barbara,Santa Cruz, ,15.viii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411394,USA,CA,Los Angeles,San Clemente, ,26.xi.1939, ,D. Meadows,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411395,USA,CA,Santa Barbara,Santa Cruz, ,11.viii.1939, ,L.M. Martin,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411396,USA,CA,Santa Barbara,Santa Barbara, ,28.v.1939, , ,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411397,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411398,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411399,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411400,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411401,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411402,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411403,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411404,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411405,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411406,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411407,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411408,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411409,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411410,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411411,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411412,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411413,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411414,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411415,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411416,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411417,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411418,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411419,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411420,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411421,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411422,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411423,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411424,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411425,USA,CA,Los Angeles,San Clemente, ,7.xii.1939, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411426,USA,CA,Ventura,San Nicolas, ,13.ix.1962, ,R.R. Sanders,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411427,USA,CA,Ventura,San Nicolas, ,13.ix.1962, ,R.R. Sanders,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411428,USA,CA,Ventura,San Nicolas, ,13.ix.1962, ,R.R. Sanders,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411429,USA,CA,Ventura,San Nicolas, ,13.ix.1962, ,R.R. Sanders,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411430,USA,CA,Ventura,San Nicolas, ,13.ix.1962, ,R.R. Sanders,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411431,USA,CA,Ventura,San Nicolas, ,13.ix.1962, ,R.R. Sanders,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411432,USA,CA,Ventura,San Nicolas, ,13.ix.1962, ,R.R. Sanders,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411433,USA,CA,Ventura,San Nicolas, ,13.ix.1962, ,R.R. Sanders,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411434,USA,CA,Ventura,San Nicolas, ,13.ix.1962, ,R.R. Sanders,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411435,USA,CA,Ventura,San Nicolas, ,13.ix.1962, ,R.R. Sanders,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411436,USA,CA,Ventura,San Nicolas, ,13.ix.1962, ,R.R. Sanders,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411437,USA,CA,Ventura,San Nicolas, ,13.ix.1962, ,R.R. Sanders,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411438,USA,CA,Ventura,San Nicolas, ,13.ix.1962, ,R.R. Sanders,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411439,USA,CA,Ventura,San Nicolas, ,13.ix.1962, ,R.R. Sanders,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411440,USA,CA,Ventura,San Nicolas, ,13.ix.1962, ,R.R. Sanders,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411441,USA,CA,Ventura,San Nicolas, ,13.ix.1962, ,R.R. Sanders,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411442,USA,CA,Ventura,San Nicolas, ,13.ix.1962, ,R.R. Sanders,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411443,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411444,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411445,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411446,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411447,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411448,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411449,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411450,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411451,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411452,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411453,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411454,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411455,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411456,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411457,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411458,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411459,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411460,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411461,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411462,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411463,USA,CA,Ventura,San Nicolas, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411464,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411465,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411466,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411467,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411468,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411469,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411470,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411471,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411472,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411473,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411474,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411475,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411476,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411477,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411478,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411479,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411480,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411481,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411482,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411483,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411484,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411485,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411486,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411487,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411488,USA,CA,Santa Barbara,San Miguel, ,27.xi.1940, ,G.P. Kanakoff,Diptera, ,, , , , ,26R-10451,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 411489,USA,CA,Santa Barbara,Santa Rosa, ,8.viii.1939, ,L.M. Martin,Diptera,Anthomyiidae,,Fucellia, ,rufitibia, ,26R-10451,Channel Islands Survey,,On kelp,,,,,,,,,,,,,
LACM ENT 411490,USA,CA,Santa Barbara,Santa Rosa, ,8.viii.1939, ,L.M. Martin,Diptera,Anthomyiidae,,Fucellia, ,rufitibia, ,26R-10451,Channel Islands Survey,, ,,,,,,,,,,,,,
LACM ENT 411491,USA,CA,Santa Barbara,Santa Rosa, ,8.viii.1939, ,L.M. Martin,Diptera,Anthomyiidae,,Fucellia, ,rufitibia, ,26R-10451,Channel Islands Survey,,On kelp,,,,,,,,,,,,,
LACM ENT 411492,USA,CA,Santa Barbara,Santa Rosa, ,8.viii.1939, ,L.M. Martin,Diptera,Anthomyiidae,,Fucellia, ,rufitibia, ,26R-10451,Channel Islands Survey,, ,,,,,,,,,,,,,
LACM ENT 411493,USA,CA,Santa Barbara,Santa Rosa, ,8.viii.1939, ,L.M. Martin,Diptera,Anthomyiidae,,Fucellia, ,rufitibia, ,26R-10451,Channel Islands Survey,, ,,,,,,,,,,,,,
